Cliente,Endereco,CPF,Bairro,Salario,Raca,Sexo,Profissao,Idade,Celular
Daniele Souza,"Rua Bento Lisboa, 3286",66185024188,Humaita,7379.57,Bulldog,Feminino,Fisioterapeuta,67,(21) 91146-9321
Ricardo Martins,"Rua Estrela, 2095",74122112614,Santa Teresa,4227.43,Border Collie,Masculino,Psicologo,60,(21) 97697-6592
Gustavo Moreira,"Rua Joaquim Nabuco, 9867",20649593311,Recreio dos Bandeirantes,2725.02,Rottweiler,Masculino,Contador,41,(21) 95038-4424
Michele Araujo,"Rua do Catete, 5020",25538200611,Catete,9580.84,Cocker Spaniel,Feminino,Fisioterapeuta,26,(21) 97607-4021
Rodrigo Costa,"Rua Joaquim Nabuco, 7367",45725587663,Recreio dos Bandeirantes,6274.56,Shih Tzu,Masculino,Administrador,56,(21) 92719-1416
Gabriela Rocha,"Rua Conde de Bonfim, 1875",50815567515,Tijuca,6442.46,Cocker Spaniel,Feminino,Quimico,46,(21) 96400-4022
Patricia Melo,"Rua Visconde de Piraja, 2247",39870513644,Ipanema,9339.39,Beagle,Feminino,Antropologo,61,(21) 93319-6449
Lucas Ferreira,"Rua do Bispo, 6002",74056248261,Rio Comprido,8003.7,Border Collie,Masculino,Antropologo,70,(21) 99237-9523
Andre Carvalho,"Rua Visconde de Souza Franco, 1883",75778383612,Lapa,6597.8,Rottweiler,Masculino,Terapeuta Ocupacional,30,(21) 90698-4938
Amanda Carvalho,"Avenida Glaucio Gil, 8227",36346912036,Recreio dos Bandeirantes,2071.09,Border Collie,Feminino,Dentista,28,(21) 96554-7105
Maria Luiza Silva,"Rua Bartolomeu Mitre, 6470",67472276532,Leblon,3345.82,Cocker Spaniel,Feminino,Veterinario,42,(21) 98596-3154
Luana Campos,"Rua do Catete, 6523",35526240614,Flamengo,3854.16,Golden Retriever,Feminino,Jornalista,62,(21) 91528-1366
Antonio Silva,"Rua Joaquim Nabuco, 8453",23371576460,Recreio dos Bandeirantes,6301.64,Yorkshire Terrier,Masculino,Gerente,22,(21) 93574-9578
Eduardo Campos,"Rua Barao de Santa Marta, 4307",49141800094,Rio Comprido,5132.42,Dachshund,Masculino,Farmaceutico,29,(21) 94910-4421
Larissa Ferreira,"Rua Professor Annes Dias, 5526",72811104636,Sao Conrado,6469.71,Shiba Inu,Feminino,Producao de Eventos,23,(21) 98730-2294
Ana Beatriz Oliveira,"Rua Felipe Cardoso, 3128",88528056470,Santa Teresa,4783.08,Labrador,Feminino,Musico,39,(21) 92958-2063
Daniele Souza,"Rua Sao Clemente, 9063",53596194077,Humaita,5448.28,Husky Siberiano,Feminino,Quimico,64,(21) 96454-2061
Carla Rodrigues,"Rua Silveira Martins, 5280",60879538537,Catete,3729.78,Golden Retriever,Feminino,Enfermeiro,38,(21) 93172-2636
Gabriela Rocha,"Rua Marquesa de Santos, 5323",63718073690,Jardim Botanico,1542.39,Golden Retriever,Feminino,Psicologo,45,(21) 90453-3987
Bruno Alves,"Rua Professor Annes Dias, 6592",84271802683,Sao Conrado,9416.04,Maltes,Masculino,Producao de Eventos,21,(21) 99396-8340
Carlos Santos,"Rua Jose Higino, 1340",32149382558,Tijuca,4075.43,Pug,Masculino,Chef de Cozinha,20,(21) 92823-6906
Natalia Pinto,"Rua Bartolomeu Mitre, 7672",46939349650,Leblon,9777.0,Bulldog,Feminino,Historiador,41,(21) 90938-5854
Vinicius Santos,"Rua Bartolomeu Mitre, 8038",68132623122,Leblon,5820.55,Shiba Inu,Masculino,Producao de Eventos,71,(21) 94227-3456
Leandro Rodrigues,"Rua Lopes Quintas, 4191",14228169264,Jardim Botanico,7593.17,Border Collie,Masculino,Medico,23,(21) 90507-4984
Juliana Costa,"Rua Senador Dantas, 8235",67578341894,Flamengo,6764.08,Cocker Spaniel,Feminino,Professor,49,(21) 98459-4187
Andre Carvalho,"Rua Bartolomeu Mitre, 507",69087423748,Leblon,9105.84,Dachshund,Masculino,Biologo,50,(21) 92970-5276
Eduardo Campos,"Rua do Lavradio, 6708",74805528834,Catete,5520.36,Border Collie,Masculino,Designer,52,(21) 94176-3005
Carlos Santos,"Rua do Rio Comprido, 5377",50313173336,Rio Comprido,2897.07,Shiba Inu,Masculino,Farmaceutico,50,(21) 97507-9129
Rafael Melo,"Rua do Catete, 1608",76804322058,Catete,8798.53,Dachshund,Masculino,Jornalista,48,(21) 91516-6416
Tatiane Almeida,"Rua do Ouvidor, 6777",41998105894,Centro,8302.89,Bulldog,Feminino,Psicologo,18,(21) 98609-4275
Marcelo Lima,"Rua Joao Lira, 4845",19685384533,Sao Conrado,6467.72,Boxer,Masculino,Artesao,45,(21) 92875-1660
Felipe Oliveira,"Rua Visconde de Souza Franco, 3356",22131737153,Lapa,7787.32,Labrador,Masculino,Desenvolvedor,39,(21) 93206-2118
Isabela Martins,"Rua Joaquim Nabuco, 8431",45345311009,Recreio dos Bandeirantes,8248.44,Labrador,Feminino,Dentista,36,(21) 96642-1632
Gustavo Moreira,"Rua Ary Schiavo, 3607",58040847383,Barra da Tijuca,6740.65,Pit Bull,Masculino,Musico,70,(21) 94890-3057
Rodrigo Costa,"Rua Clarimundo de Melo, 4480",84398879119,Tijuca,2650.63,Yorkshire Terrier,Masculino,Medico,63,(21) 99697-1652
Marcelo Lima,"Rua Primeiro de Marco, 8381",42754287320,Centro,5621.0,Chihuahua,Masculino,Administrador,20,(21) 92364-8057
Vinicius Santos,"Rua 28 de Setembro, 9891",17778389026,Vila Isabel,4481.78,Dachshund,Masculino,Diretor,49,(21) 91007-8593
Daniel Araujo,"Rua Almirante Alexandrino, 7970",30276750593,Santa Teresa,9174.77,Pit Bull,Masculino,Designer,42,(21) 93522-2785
Andre Carvalho,"Rua Nelson Mandela, 3388",71347440175,Botafogo,2768.15,Shiba Inu,Masculino,Fisioterapeuta,61,(21) 90896-4592
Daniel Araujo,"Rua do Bispo, 711",68099835233,Rio Comprido,4982.55,Golden Retriever,Masculino,Engenheiro,66,(21) 92303-3005
Felipe Oliveira,"Rua Miguel Lemos, 643",65842249858,Sao Conrado,7917.12,Husky Siberiano,Masculino,Terapeuta Ocupacional,23,(21) 96778-6814
Viviane Mendes,"Avenida Glaucio Gil, 695",35222533304,Recreio dos Bandeirantes,7649.42,Border Collie,Feminino,Musico,50,(21) 92202-3334
Roberta Moreira,"Rua Voluntarios da Patria, 9830",73486573399,Botafogo,9935.24,Bulldog,Feminino,Padeiro,51,(21) 96411-5540
Joao Almeida,"Rua Voluntarios da Patria, 3192",58655930897,Botafogo,6331.43,Cocker Spaniel,Masculino,Ator,67,(21) 98737-8445
Bruna Alves,"Rua dos Arcos, 6302",66447071263,Lapa,5774.03,Rottweiler,Feminino,Quimico,39,(21) 96313-1358
Gabriel Rocha,"Rua Clarimundo de Melo, 8883",48403783976,Tijuca,3305.92,Bulldog,Masculino,Terapeuta Ocupacional,48,(21) 93584-5608
Felipe Oliveira,"Rua Marques de Abrantes, 7088",96037664252,Flamengo,8753.75,Border Collie,Masculino,Advogado,56,(21) 93491-7460
Gabriela Rocha,"Rua Garcia d'Avila, 8877",95041614693,Ipanema,9809.3,Basset Hound,Feminino,Medico,44,(21) 97874-4616
Joao Almeida,"Rua Buarque de Macedo, 4570",80164499024,Vila Isabel,8240.18,Golden Retriever,Masculino,Chef de Cozinha,45,(21) 94573-3307
Camila Pereira,"Rua General Glicerio, 5201",44820535518,Rio Comprido,9659.83,Poodle,Feminino,Gerente,56,(21) 99318-3070
Rodrigo Costa,"Rua dos Arcos, 8097",83538151552,Lapa,7794.75,Schnauzer,Masculino,Terapeuta Ocupacional,53,(21) 92713-9885
Carla Rodrigues,"Rua Joao Lira, 7995",63743409553,Sao Conrado,1833.72,Yorkshire Terrier,Feminino,Publicitario,69,(21) 93512-8349
Luana Campos,"Rua Barao de Santa Marta, 9785",62857162861,Rio Comprido,2211.83,Boxer,Feminino,Advogado,50,(21) 90940-3385
Amanda Carvalho,"Rua Marques de Abrantes, 7357",54930370274,Flamengo,6573.66,Shiba Inu,Feminino,Chef de Cozinha,39,(21) 94541-4444
Bruno Alves,"Rua da Gloria, 1322",16161953086,Gloria,1945.05,Boxer,Masculino,Analista de Sistemas,44,(21) 94495-6855
Antonio Silva,"Rua Silveira Martins, 4341",62201625276,Catete,7484.49,Labrador,Masculino,Personal Trainer,21,(21) 91275-9183
Fernanda Santos,"Avenida Atlantica, 3814",69784856793,Copacabana,1964.07,Golden Retriever,Feminino,Chef de Cozinha,52,(21) 91924-4062
Ana Beatriz Oliveira,"Rua Joao Vicente, 2581",90791067085,Vila Isabel,1959.95,Bulldog,Feminino,Arquiteto,37,(21) 98336-5726
Luana Campos,"Rua Conde de Iraja, 8184",66638525657,Catete,8197.11,Golden Retriever,Feminino,Terapeuta Ocupacional,59,(21) 99583-5472
Daniele Souza,"Rua Lopes Quintas, 836",94751600947,Jardim Botanico,3293.11,Golden Retriever,Feminino,Artesao,49,(21) 99760-4943
Bruno Alves,"Rua Conde de Bonfim, 5630",10516967853,Tijuca,4337.94,Poodle,Masculino,Fisioterapeuta,43,(21) 90033-4299
Roberta Moreira,"Rua da Gloria, 5867",75480817625,Gloria,6116.29,Poodle,Feminino,Contador,41,(21) 92582-5053
Daniel Araujo,"Rua do Catete, 4551",82547943658,Catete,3600.91,Beagle,Masculino,Contador,55,(21) 96070-1252
Gabriel Rocha,"Rua do Lavradio, 9663",72419032369,Catete,4385.68,Maltes,Masculino,Producao de Eventos,68,(21) 96467-2049
Bruno Alves,"Rua Paula Freitas, 8672",98379968449,Copacabana,7628.65,Poodle,Masculino,Veterinario,54,(21) 90980-2967
Amanda Carvalho,"Rua do Anil, 1714",20410055929,Barra da Tijuca,7993.52,Boxer,Feminino,Analista de Sistemas,50,(21) 95805-6014
Ricardo Martins,"Rua Professor Annes Dias, 3428",90360316881,Sao Conrado,8065.9,Golden Retriever,Masculino,Medico,34,(21) 94109-1726
Antonio Silva,"Avenida das Americas, 1565",57846802815,Barra da Tijuca,9112.64,Yorkshire Terrier,Masculino,Jornalista,42,(21) 95414-4350
Isabela Martins,"Rua Domingos Ferreira, 3665",95415363314,Cascadura,6798.76,Husky Siberiano,Feminino,Terapeuta Ocupacional,34,(21) 90042-3618
Bruno Alves,"Avenida Glaucio Gil, 1987",96441965105,Recreio dos Bandeirantes,8436.06,Golden Retriever,Masculino,Chef de Cozinha,21,(21) 98747-6657
Diego Silva,"Rua do Catete, 2094",88255370746,Flamengo,6343.16,Labrador,Masculino,Desenvolvedor,69,(21) 97973-7838
Daniele Souza,"Rua Marques de Abrantes, 516",46349412447,Flamengo,5673.82,Chihuahua,Feminino,Musico,66,(21) 96304-8930
Leandro Rodrigues,"Rua do Dende, 2977",35446148393,Recreio dos Bandeirantes,8086.94,Beagle,Masculino,Administrador,61,(21) 96379-3605
Antonio Silva,"Rua Clarimundo de Melo, 5378",57993056021,Tijuca,7030.5,Beagle,Masculino,Medico,51,(21) 90106-7910
Rodrigo Costa,"Rua Visconde de Souza Franco, 2387",82828568246,Lapa,2653.11,Beagle,Masculino,Analista de Sistemas,44,(21) 91597-3717
Maria Luiza Silva,"Rua Jose Higino, 4630",53351817289,Tijuca,5608.83,Golden Retriever,Feminino,Economista,32,(21) 92145-2784
Michele Araujo,"Rua Visconde de Piraja, 9560",81279367893,Ipanema,8755.29,Bulldog,Feminino,Ator,24,(21) 92781-6995
Gabriela Rocha,"Rua do Russel, 545",78008799637,Gloria,7715.61,Yorkshire Terrier,Feminino,Terapeuta Ocupacional,54,(21) 94801-4944
Gabriel Rocha,"Rua Domingos Ferreira, 5226",29496610164,Cascadura,4631.79,Golden Retriever,Masculino,Biologo,65,(21) 98016-7696
Ana Beatriz Oliveira,"Rua Barao de Santa Marta, 8263",12870121222,Rio Comprido,6010.22,Poodle,Feminino,Veterinario,63,(21) 99169-1055
Gustavo Moreira,"Avenida Delfim Moreira, 799",27874783106,Leblon,3517.98,Husky Siberiano,Masculino,Biologo,36,(21) 91117-8459
Camila Pereira,"Rua Lopes Quintas, 8403",63209539687,Jardim Botanico,6053.24,Beagle,Feminino,Arquiteto,56,(21) 95668-2399
Luana Campos,"Rua do Dende, 425",53429540083,Recreio dos Bandeirantes,6019.53,Dachshund,Feminino,Designer,61,(21) 91395-8648
Mariana Lima,"Rua Barao de Santa Marta, 835",83207863696,Rio Comprido,4928.06,Pit Bull,Feminino,Ator,58,(21) 93849-6679
Thiago Souza,"Avenida das Americas, 6193",38802069379,Barra da Tijuca,9326.17,Bulldog,Masculino,Psicologo,34,(21) 94588-1334
Felipe Oliveira,"Rua Miguel Lemos, 1835",87181298049,Sao Conrado,5121.21,Golden Retriever,Masculino,Enfermeiro,51,(21) 92932-4502
Patricia Melo,"Rua Clarimundo de Melo, 3863",51587291191,Tijuca,5755.52,Basset Hound,Feminino,Historiador,54,(21) 95253-6196
Carlos Santos,"Rua Jardim Botanico, 5613",85809913918,Jardim Botanico,4418.79,Chihuahua,Masculino,Engenheiro,69,(21) 96444-7733
Larissa Ferreira,"Rua Barao de Sao Francisco, 590",69749602982,Humaita,9140.05,Husky Siberiano,Feminino,Quimico,55,(21) 93700-2547
Amanda Carvalho,"Rua Clarimundo de Melo, 5999",93986046862,Tijuca,3751.01,Golden Retriever,Feminino,Fisioterapeuta,55,(21) 95618-7949
Marcelo Lima,"Rua Mem de Sa, 9423",27775919973,Lapa,2587.8,Husky Siberiano,Masculino,Historiador,63,(21) 96115-2437
Lucas Ferreira,"Rua Almirante Alexandrino, 4029",21912729305,Santa Teresa,5080.81,Boxer,Masculino,Designer,68,(21) 90547-5804
Juliana Costa,"Rua General Artigas, 1774",70752277148,Leblon,6422.95,Shiba Inu,Feminino,Desenvolvedor,30,(21) 99533-1289
Patricia Melo,"Avenida Atlantica, 6893",10956935425,Copacabana,9443.97,Yorkshire Terrier,Feminino,Quimico,69,(21) 97025-3944
Fernanda Santos,"Rua Domingos Ferreira, 7747",69320081923,Cascadura,1447.58,Cocker Spaniel,Feminino,Fisioterapeuta,57,(21) 97468-6336
Michele Araujo,"Avenida Delfim Moreira, 2409",32219609969,Leblon,7633.67,Labrador,Feminino,Lider de Projeto,44,(21) 91236-8173
Tatiane Almeida,"Rua Uruguai, 5695",16019601334,Tijuca,5489.8,Dachshund,Feminino,Desenvolvedor,61,(21) 94931-9896
Larissa Ferreira,"Rua Sao Clemente, 3103",71094090390,Humaita,6697.45,Basset Hound,Feminino,Farmaceutico,56,(21) 95522-8927
Daniel Araujo,"Rua Uruguai, 697",75661447314,Tijuca,4125.12,Schnauzer,Masculino,Chef de Cozinha,43,(21) 93944-3893
Lucas Ferreira,"Rua do Pepino, 3841",97000723540,Recreio dos Bandeirantes,5584.91,Maltes,Masculino,Advogado,58,(21) 96434-9330
Diego Silva,"Rua Felipe Cardoso, 6841",52350062582,Santa Teresa,9841.73,Pug,Masculino,Geografo,60,(21) 94548-8867
Amanda Carvalho,"Rua do Pepino, 6961",68698099719,Recreio dos Bandeirantes,7122.18,Husky Siberiano,Feminino,Historiador,21,(21) 94468-7886
Juliana Costa,"Rua Sao Clemente, 8437",70487480377,Humaita,5484.37,Basset Hound,Feminino,Padeiro,51,(21) 94168-8253
Amanda Carvalho,"Rua Conde de Iraja, 8481",16839107304,Catete,2830.6,Golden Retriever,Feminino,Analista de Sistemas,37,(21) 94032-1542
Pedro Pinto,"Rua Joaquim Nabuco, 8528",28260726971,Recreio dos Bandeirantes,3264.43,Maltes,Masculino,Terapeuta Ocupacional,55,(21) 90112-1709
Isabela Martins,"Rua Monte Alegre, 5850",75856362723,Santa Teresa,5924.29,Poodle,Feminino,Medico,27,(21) 96267-9957
Carla Rodrigues,"Rua Paula Freitas, 3997",98847589343,Copacabana,8703.38,Rottweiler,Feminino,Professor,18,(21) 92591-6154
Patricia Melo,"Rua Marques de Abrantes, 8362",57781333493,Flamengo,4907.74,Pit Bull,Feminino,Dentista,23,(21) 97335-2378
Ricardo Martins,"Rua Conde de Bonfim, 8649",82529395949,Tijuca,8810.59,Beagle,Masculino,Psicologo,19,(21) 92585-7173
Natalia Pinto,"Rua Ataulfo de Paiva, 5699",82505343467,Leblon,5252.72,Pit Bull,Feminino,Enfermeiro,41,(21) 97308-2907
Ana Beatriz Oliveira,"Rua Domingos Ferreira, 2084",77237457283,Cascadura,3645.6,Pug,Feminino,Quimico,55,(21) 92518-5915
Ricardo Martins,"Avenida Vieira Souto, 9407",96978537320,Ipanema,6015.65,Yorkshire Terrier,Masculino,Professor,54,(21) 95139-2118
Juliana Costa,"Rua dos Arcos, 663",35040373158,Lapa,7692.71,Bulldog,Feminino,Gerente,56,(21) 93194-3129
Maria Luiza Silva,"Rua Ataulfo de Paiva, 851",32768132984,Leblon,2447.31,Dachshund,Feminino,Advogado,20,(21) 97468-8832
Andre Carvalho,"Rua Nelson Mandela, 6223",61306166450,Botafogo,3056.62,Labrador,Masculino,Terapeuta Ocupacional,41,(21) 94506-2130
Gabriela Rocha,"Rua Candido Mendes, 2771",25514034376,Gloria,6210.93,Basset Hound,Feminino,Economista,50,(21) 96275-3402
Pedro Pinto,"Rua Ary Schiavo, 7547",11106616022,Barra da Tijuca,3986.04,Dachshund,Masculino,Jornalista,68,(21) 97369-2037
Ana Beatriz Oliveira,"Avenida Vieira Souto, 9366",27572783720,Ipanema,1935.71,Cocker Spaniel,Feminino,Farmaceutico,22,(21) 92671-7086
Felipe Oliveira,"Rua do Lavradio, 3752",53038149854,Lapa,5585.05,Yorkshire Terrier,Masculino,Administrador,31,(21) 96248-7267
Juliana Costa,"Rua Joao Lira, 7782",55360639989,Sao Conrado,1551.06,Cocker Spaniel,Feminino,Personal Trainer,26,(21) 96949-4643
Pedro Pinto,"Rua Gal. Osorio, 9467",77963636963,Cascadura,7917.58,Beagle,Masculino,Personal Trainer,35,(21) 95189-4530
Carlos Santos,"Rua Uruguai, 1180",63064573528,Tijuca,9798.63,Pit Bull,Masculino,Biologo,38,(21) 94090-1387
Amanda Carvalho,"Rua do Ouvidor, 9249",91658933443,Centro,6561.96,Golden Retriever,Feminino,Padeiro,46,(21) 96648-5256
Leandro Rodrigues,"Rua Garcia d'Avila, 4893",36774579722,Ipanema,7259.81,Chihuahua,Masculino,Medico,33,(21) 99243-7500
Michele Araujo,"Rua do Catete, 9252",96018981880,Flamengo,8877.43,Shiba Inu,Feminino,Professor,44,(21) 97330-6898
Gabriel Rocha,"Rua Estrela, 6779",34412291184,Santa Teresa,5348.53,Border Collie,Masculino,Psicologo,72,(21) 95048-7378
Mariana Lima,"Rua Felipe Cardoso, 9168",98021648904,Santa Teresa,8952.97,Pit Bull,Feminino,Professor,54,(21) 92877-3004
Thiago Souza,"Rua Pacheco Leao, 9231",39112485141,Jardim Botanico,4430.37,Pug,Masculino,Professor,37,(21) 90360-6945
Rodrigo Costa,"Rua Uruguai, 2172",90404525752,Tijuca,4660.9,Dachshund,Masculino,Analista de Sistemas,70,(21) 93323-7401
Antonio Silva,"Rua Senador Dantas, 7054",25399942105,Flamengo,7860.96,Maltes,Masculino,Desenvolvedor,35,(21) 96314-9355
Bruna Alves,"Avenida Delfim Moreira, 3914",78103857690,Leblon,1535.67,Maltes,Feminino,Administrador,57,(21) 93717-9943
Antonio Silva,"Rua Barata Ribeiro, 9620",17784213578,Copacabana,4367.19,Golden Retriever,Masculino,Padeiro,40,(21) 91656-3539
Michele Araujo,"Rua Pacheco Leao, 9929",92759729485,Jardim Botanico,6799.91,Rottweiler,Feminino,Dentista,18,(21) 96757-6313
Gustavo Moreira,"Rua Domingos Ferreira, 1505",68025302722,Cascadura,5026.49,Dachshund,Masculino,Medico,40,(21) 98529-2194
Vinicius Santos,"Rua Senador Dantas, 8833",83188003550,Flamengo,2773.06,Bulldog,Masculino,Designer,31,(21) 94869-3633
Diego Silva,"Rua do Lavradio, 446",96266542585,Lapa,7125.88,Dachshund,Masculino,Musico,59,(21) 94946-8242
Lucas Ferreira,"Rua Senador Dantas, 9231",38214621727,Flamengo,7385.5,Bulldog,Masculino,Fisioterapeuta,60,(21) 97026-6568
Viviane Mendes,"Rua Heitor de Silva Costa, 1484",93633576857,Vila Isabel,8283.11,Boxer,Feminino,Veterinario,42,(21) 92763-4669
Lucas Ferreira,"Rua Joaquim Nabuco, 1452",28281370007,Recreio dos Bandeirantes,2594.75,Labrador,Masculino,Padeiro,55,(21) 97164-6787
Roberta Moreira,"Avenida Vieira Souto, 5364",52807223679,Ipanema,1491.57,Beagle,Feminino,Enfermeiro,52,(21) 99896-6005
Daniel Araujo,"Avenida Rio Branco, 5793",29912144667,Centro,5151.58,Golden Retriever,Masculino,Chef de Cozinha,64,(21) 92420-8446
Michele Araujo,"Rua Jardim Botanico, 2927",55883285610,Jardim Botanico,4763.66,Yorkshire Terrier,Feminino,Publicitario,71,(21) 98884-1095
Vinicius Santos,"Rua da Gloria, 7817",82570256321,Gloria,6177.31,Golden Retriever,Masculino,Padeiro,35,(21) 97017-6925
Felipe Oliveira,"Rua Voluntarios da Patria, 9965",14801249961,Botafogo,5516.85,Beagle,Masculino,Diretor,34,(21) 93554-6029
Carlos Santos,"Rua Clarimundo de Melo, 2445",96572372782,Tijuca,5221.36,Border Collie,Masculino,Chef de Cozinha,54,(21) 99940-1448
Gabriela Rocha,"Rua General Artigas, 1144",60042232472,Leblon,1832.42,Shih Tzu,Feminino,Dentista,18,(21) 95123-2998
Gustavo Moreira,"Avenida das Americas, 7376",69691025315,Barra da Tijuca,4302.09,Bulldog,Masculino,Psicologo,52,(21) 96931-6242
Michele Araujo,"Rua Estrela, 9033",88059727322,Santa Teresa,2891.04,Rottweiler,Feminino,Lider de Projeto,63,(21) 94046-8586
Michele Araujo,"Praia de Botafogo, 1405",18857600368,Botafogo,7988.93,Pug,Feminino,Publicitario,61,(21) 99390-7561
Antonio Silva,"Rua Plinio Casado, 9392",25718361698,Cascadura,9040.08,Cocker Spaniel,Masculino,Chef de Cozinha,27,(21) 95769-2122
Luana Campos,"Rua Sao Clemente, 1763",42368781072,Botafogo,5314.49,Dachshund,Feminino,Arquiteto,46,(21) 97327-7636
Ricardo Martins,"Rua do Ouvidor, 1580",31540488425,Centro,8477.96,Boxer,Masculino,Producao de Eventos,53,(21) 93456-9955
Gabriel Rocha,"Avenida Aquarela do Brasil, 1599",81179627253,Sao Conrado,8900.51,Pug,Masculino,Medico,19,(21) 92021-2481
Diego Silva,"Rua Mem de Sa, 3511",75306689256,Lapa,6124.16,Boxer,Masculino,Contador,48,(21) 94174-8340
Leandro Rodrigues,"Rua Barata Ribeiro, 9284",26370781694,Copacabana,4217.7,Shih Tzu,Masculino,Advogado,36,(21) 92248-9996
Isabela Martins,"Rua Pacheco Leao, 7181",97627980640,Jardim Botanico,6574.44,Labrador,Feminino,Economista,55,(21) 92065-7722
Carla Rodrigues,"Rua Paissandu, 9326",81587429827,Flamengo,2572.23,Chihuahua,Feminino,Padeiro,55,(21) 90774-2712
Juliana Costa,"Rua Senador Dantas, 3226",62333422549,Flamengo,3022.56,Basset Hound,Feminino,Lider de Projeto,20,(21) 97188-2594
Viviane Mendes,"Rua Monte Alegre, 3903",44405325096,Santa Teresa,6291.89,Basset Hound,Feminino,Designer,34,(21) 98495-9972
Andre Carvalho,"Avenida Glaucio Gil, 562",84357732963,Recreio dos Bandeirantes,9016.18,Golden Retriever,Masculino,Antropologo,63,(21) 92942-8405
Juliana Costa,"Rua Ataulfo de Paiva, 1121",56354293515,Leblon,5874.32,Pug,Feminino,Biologo,69,(21) 98538-9119
Ricardo Martins,"Rua Heitor de Silva Costa, 8500",54127993778,Vila Isabel,7669.08,Shiba Inu,Masculino,Lider de Projeto,64,(21) 92899-2720
Ana Beatriz Oliveira,"Rua Siqueira Campos, 423",85065025524,Copacabana,9665.26,Bulldog,Feminino,Artesao,59,(21) 92343-4144
Maria Luiza Silva,"Rua do Lavradio, 1263",22205879490,Catete,1418.09,Schnauzer,Feminino,Fisioterapeuta,27,(21) 98205-6722
Daniel Araujo,"Rua Silveira Martins, 3635",54512134715,Catete,7762.39,Pug,Masculino,Economista,65,(21) 93845-9216
Michele Araujo,"Rua Almirante Alexandrino, 946",50534005127,Santa Teresa,4791.17,Yorkshire Terrier,Feminino,Terapeuta Ocupacional,25,(21) 92427-9360
Eduardo Campos,"Rua Domingos Ferreira, 1554",99743554835,Cascadura,5010.76,Golden Retriever,Masculino,Dentista,48,(21) 95978-5246
Lucas Ferreira,"Rua Candido Mendes, 2279",28715316791,Gloria,4859.64,Shih Tzu,Masculino,Economista,36,(21) 98476-6949
Luana Campos,"Rua Felipe Cardoso, 3097",79353207440,Santa Teresa,2443.3,Basset Hound,Feminino,Publicitario,71,(21) 99598-2113
Daniele Souza,"Rua do Pepino, 4617",67111608383,Recreio dos Bandeirantes,7455.35,Labrador,Feminino,Veterinario,33,(21) 92482-4410
Gabriela Rocha,"Avenida Delfim Moreira, 8689",19546984333,Leblon,2926.37,Dachshund,Feminino,Designer,23,(21) 97693-3090
Vinicius Santos,"Rua do Anil, 3766",94725935716,Barra da Tijuca,6874.23,Yorkshire Terrier,Masculino,Contador,72,(21) 91343-5874
Isabela Martins,"Rua do Russel, 6739",75997017268,Gloria,4363.98,Beagle,Feminino,Veterinario,43,(21) 97831-6157
Andre Carvalho,"Avenida Aquarela do Brasil, 9289",63544394026,Sao Conrado,8136.99,Bulldog,Masculino,Enfermeiro,24,(21) 96464-8207
Camila Pereira,"Rua Ataulfo de Paiva, 9500",62369804259,Leblon,2842.77,Husky Siberiano,Feminino,Geografo,71,(21) 91675-6223
Lucas Ferreira,"Rua da Assembleia, 5619",64428067702,Centro,4271.62,Pit Bull,Masculino,Biologo,26,(21) 90331-5998
Gabriel Rocha,"Rua do Lavradio, 4251",11204706222,Lapa,3154.73,Chihuahua,Masculino,Engenheiro,68,(21) 95658-8421
Pedro Pinto,"Rua Siqueira Campos, 5281",99934047689,Copacabana,3777.52,Basset Hound,Masculino,Engenheiro,41,(21) 91092-4248
Larissa Ferreira,"Rua Candido Mendes, 5573",62011776268,Gloria,3863.51,Dachshund,Feminino,Historiador,33,(21) 93113-3459
Fernanda Santos,"Rua do Rio Comprido, 5615",70234297325,Rio Comprido,5212.48,Shih Tzu,Feminino,Fisioterapeuta,26,(21) 98340-1915
Luana Campos,"Rua do Catete, 5413",42549164518,Flamengo,8450.73,Poodle,Feminino,Administrador,19,(21) 90677-8259
Daniel Araujo,"Rua Clarimundo de Melo, 8201",63304667120,Tijuca,6605.25,Rottweiler,Masculino,Producao de Eventos,68,(21) 96287-7771
Gabriel Rocha,"Rua Silveira Martins, 2859",52199038060,Catete,4755.14,Chihuahua,Masculino,Jornalista,61,(21) 91031-5131
Andre Carvalho,"Rua Nelson Mandela, 6168",83074559631,Botafogo,1871.47,Border Collie,Masculino,Geografo,70,(21) 92278-6145
Andre Carvalho,"Rua Humaita, 2810",56141399231,Humaita,4240.13,Yorkshire Terrier,Masculino,Biologo,57,(21) 94836-3250
Viviane Mendes,"Rua Plinio Casado, 4607",28229689131,Cascadura,8602.37,Schnauzer,Feminino,Quimico,54,(21) 92136-5692
Gabriela Rocha,"Rua General Artigas, 884",50703006204,Leblon,2307.69,Shiba Inu,Feminino,Jornalista,58,(21) 96283-5694
Isabela Martins,"Rua Humaita, 3529",82652114959,Humaita,6547.85,Dachshund,Feminino,Biologo,59,(21) 94463-5863
Carla Rodrigues,"Rua Nelson Mandela, 9668",53634519057,Botafogo,8087.32,Husky Siberiano,Feminino,Designer,36,(21) 95804-3135
Eduardo Campos,"Rua Barao de Sao Francisco, 3977",98504709853,Humaita,4161.33,Schnauzer,Masculino,Psicologo,41,(21) 96531-6387
Ricardo Martins,"Avenida Delfim Moreira, 3733",62784255543,Leblon,3162.47,Boxer,Masculino,Terapeuta Ocupacional,56,(21) 99943-6821
